Year,Month,State,Illnesses,Hospitalizations,Deaths
2006,4,Georgia,3,1,0
2006,5,Massachusetts,28,0,0
2006,4,Colorado,198,0,0
2006,5,Minnesota,4,0,0
2006,5,Minnesota,4,0,0
2006,5,Minnesota,18,0,0
2006,5,Illinois,14,0,0
2006,4,Georgia,4,0,0
2006,3,New York,45,1,0
2006,4,Massachusetts,24,0,0
2006,5,New York,23,0,0
2006,4,Colorado,1200,1,0
2006,5,Massachusetts,31,0,0
2006,4,Wisconsin,29,0,0
2006,2,Utah,3,0,0
2006,4,Ohio,33,0,0
2006,4,Ohio,3,0,0
2006,5,Ohio,4,0,0
2006,5,New York,19,1,0
2006,4,Colorado,5,0,0
2006,3,Tennessee,17,0,0
2006,5,Tennessee,15,1,0
2006,5,Ohio,10,0,0
2006,5,Ohio,15,1,0
2006,5,Ohio,15,1,0
2006,4,Ohio,7,5,0
2006,5,Ohio,18,0,0
2006,5,Ohio,2,0,0
2006,5,Ohio,6,0,0
2006,5,Ohio,14,0,0
2006,5,New York,80,0,0
2006,1,New York,2,2,0
2006,5,Ohio,127,0,0
2006,5,Ohio,53,1,0
2006,3,New York,6,4,0
2006,5,New Jersey,14,0,0
2006,4,Hawaii,4,0,0
2006,5,Georgia,47,0,0
2006,5,New York,6,0,0
2006,2,Kansas,10,0,0
2006,3,Kansas,9,0,0
2006,5,Arizona,9,2,0
2006,3,Kansas,13,0,0
2006,2,Kansas,4,0,0
2006,4,Colorado,6,0,0
2006,3,West Virginia,23,0,0
2006,5,Washington,10,0,0
2006,5,Washington,3,3,0
2006,5,Oregon,4,2,0
2006,5,Washington,4,0,0
2006,4,California,4,0,0
2006,5,California,4,0,0
2006,1,California,4,0,0
2006,1,Michigan,62,4,0
2006,3,Michigan,7,0,0
2006,5,Georgia,4,0,0
2006,5,Illinois,4,0,0
2006,5,Oregon,5,0,0
2006,4,Maryland,4,2,0
2006,4,California,9,0,0
2006,2,California,28,0,0
2006,3,California,6,0,0
2006,6,Maryland,6,0,0
2006,3,Hawaii,33,0,0
2006,5,Hawaii,46,0,0
2006,6,Connecticut,34,0,0
2006,5,Minnesota,19,4,0
2006,4,Virginia,75,0,0
2006,6,Minnesota,50,6,0
2006,5,South Carolina,15,0,0
2006,6,South Carolina,35,0,0
2006,6,Oregon,17,0,0
2006,5,Oregon,23,0,0
2006,5,Oregon,9,0,0
2006,4,Florida,17,2,0
2006,5,Georgia,4,0,0
2006,5,Georgia,2,0,0
2006,5,Florida,2,0,0
2006,5,Florida,3,0,0
2006,5,Florida,2,0,0
2006,5,Florida,3,0,0
2006,5,Colorado,19,0,0
2006,5,Colorado,7,0,0
2006,5,Colorado,26,0,0
2006,4,North Dakota,10,2,0
2006,5,North Carolina,22,1,0
2006,6,North Dakota,37,0,0
2006,5,New York,9,0,0
2006,6,Illinois,25,0,0
2006,5,Illinois,11,3,0
2006,6,Minnesota,2,0,0
2006,4,Oregon,7,1,0
2006,6,Hawaii,6,4,0
2006,6,Maryland,24,0,0
2006,6,Illinois,19,1,0
2006,4,Florida,10,0,0
2006,2,Michigan,4,0,0
2006,1,Michigan,43,0,0
2006,5,Michigan,36,0,0
2006,4,Georgia,50,0,0
2006,5,California,9,0,0
2006,5,California,19,1,0
2006,6,New York,2,0,0
2006,5,Florida,12,0,0
2006,3,North Carolina,17,0,0
2006,6,Ohio,2,0,0
2006,5,Ohio,5,0,0
2006,5,Ohio,3,0,0
2006,6,Ohio,2,0,0
2006,6,Ohio,29,1,0
2006,6,Ohio,38,1,0
2006,6,Ohio,3,0,0
2006,6,Ohio,14,1,0
2006,6,Ohio,100,1,0
2006,6,Illinois,6,0,0
2006,6,Ohio,2,0,0
2006,6,Maryland,18,4,0
2006,6,Maryland,4,0,0
2006,6,Ohio,4,0,0
2006,6,Ohio,20,0,0
2006,4,California,2,2,0
2006,6,Oregon,17,0,0
2006,3,New Jersey,4,0,0
2006,4,New Jersey,160,0,0
2006,4,New Jersey,11,0,0
2006,5,New Jersey,14,0,0
2006,5,New Jersey,45,0,0
2006,6,New Jersey,30,0,0
2006,6,New Jersey,4,1,0
2006,3,New Jersey,31,0,0
2006,5,Pennsylvania,12,2,0
2006,6,New York,7,0,0
2006,6,New York,15,1,0
2006,6,Kansas,8,0,0
2006,6,Pennsylvania,30,1,0
2006,6,New York,32,0,0
2006,6,New York,24,0,0
2006,4,Washington,76,0,0
2006,4,Michigan,108,5,0
2006,6,Florida,2,0,0
2006,6,Illinois,2,2,0
2006,5,Iowa,16,0,0
2006,6,Hawaii,2,0,0
2006,6,New York,3,0,0
2006,6,California,8,0,0
2006,7,Oregon,9,0,0
2006,5,Idaho,24,0,0
2006,6,Ohio,113,1,0
2006,6,Ohio,2,0,0
2006,6,Ohio,5,0,0
2006,7,Ohio,2,0,0
2006,7,Ohio,16,2,0
2006,6,Florida,2,0,0
2006,6,Florida,10,0,0
2006,6,Florida,4,0,0
2006,6,Florida,2,0,0
2006,6,Florida,2,0,0
2006,6,Florida,2,0,0
2006,6,Florida,2,0,0
2006,5,New York,3,2,0
2006,6,New York,12,5,0
2006,7,New York,4,0,0
2006,7,Florida,2,0,0
2006,5,Minnesota,10,0,0
2006,6,Minnesota,9,2,0
2006,6,Florida,4,0,0
2006,3,Florida,4,0,0
2006,7,Pennsylvania,20,0,0
2006,6,California,28,0,0
2006,6,Colorado,11,0,0
2006,5,Colorado,5,0,0
2006,6,Delaware,8,1,0
2006,7,New York,5,0,0
2006,7,New York,4,0,0
2006,7,New York,3,0,0
2006,7,New York,2,0,0
2006,6,New York,3,0,0
2006,3,California,18,0,0
2006,2,California,6,0,0
2006,5,California,24,0,0
2006,5,Kansas,3,1,0
2006,4,Kansas,13,6,0
2006,5,Wisconsin,8,0,0
2006,5,Wisconsin,48,2,0
2006,4,Wisconsin,23,3,0
2006,4,Wisconsin,19,2,0
2006,7,Tennessee,55,7,0
2006,4,Wisconsin,21,0,0
2006,6,Wisconsin,6,0,0
2006,6,Wisconsin,9,0,0
2006,7,Mississippi,7,0,0
2006,6,New Jersey,11,3,0
2006,5,Florida,44,0,0
2006,7,Minnesota,14,0,0
2006,6,Minnesota,4,1,0
2006,7,New York,55,0,0
2006,7,New York,3,0,0
2006,6,Wisconsin,5,0,0
2006,7,Arizona,10,0,0
2006,3,Wisconsin,7,0,0
2006,4,Pennsylvania,2,2,0
2006,7,Ohio,7,0,0
2006,7,Georgia,40,0,0
2006,7,Connecticut,12,1,0
2006,7,South Carolina,28,0,0
2006,5,California,11,0,0
2006,7,Florida,13,5,0
2006,7,California,11,1,0
2006,7,Illinois,10,0,0
2006,7,Illinois,44,0,0
2006,7,Oregon,12,0,0
2006,7,Oregon,16,0,0
2006,4,Florida,15,0,0
2006,1,Florida,2,0,0
2006,5,Florida,61,0,0
2006,5,Michigan,23,0,0
2006,7,Utah,3,0,0
2006,4,Michigan,70,0,0
2006,5,Michigan,20,0,0
2006,3,California,2,0,0
2006,4,California,5,0,0
2006,1,California,6,0,0
2006,7,New York,3,0,0
2006,7,Minnesota,30,0,0
2006,8,Minnesota,10,0,0
2006,7,Minnesota,17,9,1
2006,5,Florida,4,0,0
2006,7,New York,12,0,0
2006,6,Minnesota,14,0,0
2006,4,California,3,0,0
2006,7,Tennessee,4,0,0
2006,8,Tennessee,3,0,0
2006,7,Tennessee,29,0,0
2006,6,West Virginia,22,1,0
2006,8,New York,20,2,0
2006,8,Illinois,9,3,0
2006,7,Illinois,18,0,0
2006,4,Idaho,11,0,0
2006,2,Idaho,33,0,0
2006,2,Idaho,6,0,0
2006,8,Minnesota,6,0,0
2006,7,California,6,0,0
2006,7,Florida,2,0,0
2006,8,Illinois,3,0,0
2006,6,New York,20,1,0
2006,5,Florida,9,1,0
2006,7,California,23,1,0
2006,6,Florida,2,0,0
2006,7,Florida,2,0,0
2006,7,Florida,2,0,0
2006,7,Florida,3,0,0
2006,6,Florida,16,0,0
2006,7,Florida,3,0,0
2006,7,Florida,2,0,0
2006,7,Ohio,2,0,0
2006,7,Ohio,36,1,0
2006,6,Hawaii,3,0,0
2006,4,Michigan,28,0,0
2006,5,Michigan,16,1,0
2006,6,Michigan,2,0,0
2006,8,New York,2,0,0
2006,8,New York,2,2,0
2006,7,Ohio,2,0,0
2006,8,Ohio,2,0,0
2006,8,Ohio,2,0,0
2006,8,Ohio,3,1,0
2006,8,Ohio,3,0,0
2006,8,Ohio,3,0,0
2006,8,Illinois,39,0,0
2006,8,Ohio,2,0,0
2006,8,Ohio,9,1,0
2006,7,Florida,16,2,0
2006,7,Colorado,13,0,0
2006,5,Illinois,5,0,0
2006,7,Illinois,12,0,0
2006,7,Minnesota,3,2,0
2006,5,Colorado,11,0,0
2006,6,Colorado,22,0,0
2006,5,Oregon,37,0,0
2006,5,Colorado,18,0,0
2006,5,Colorado,22,6,0
2006,4,Colorado,20,0,0
2006,8,Connecticut,11,0,0
2006,8,New York,2,0,0
2006,7,California,7,0,0
2006,7,California,32,0,0
2006,5,Colorado,50,0,0
2006,5,Colorado,7,0,0
2006,8,Oregon,3,2,1
2006,6,Pennsylvania,47,1,0
2006,7,Illinois,2,1,0
2006,8,Illinois,2,0,0
2006,3,Arizona,26,0,0
2006,4,Arizona,12,1,0
2006,4,Arizona,4,0,0
2006,8,Kansas,2,0,0
2006,7,Kansas,5,0,0
2006,8,New York,10,1,0
2006,7,New York,17,6,0
2006,7,Massachusetts,37,6,0
2006,7,Georgia,3,1,0
2006,6,Michigan,72,3,0
2006,7,Michigan,2,0,0
2006,8,Florida,5,1,0
2006,8,Illinois,5,1,0
2006,7,Hawaii,54,0,0
2006,8,New York,18,0,0
2006,7,Florida,2,0,0
2006,5,Tennessee,5,1,0
2006,8,Connecticut,29,1,0
2006,7,Vermont,3,0,0
2006,2,Virginia,40,1,0
2006,8,Ohio,4,0,0
2006,8,Ohio,24,0,0
2006,8,Ohio,19,0,0
2006,8,Ohio,2,0,0
2006,8,Ohio,4,0,0
2006,8,Pennsylvania,15,0,0
2006,8,New York,5,2,0
2006,4,Minnesota,3,2,0
2006,8,Minnesota,14,0,0
2006,8,Minnesota,25,1,0
2006,8,Minnesota,5,0,0
2006,8,Florida,2,0,0
2006,8,Florida,4,0,0
2006,7,Florida,4,0,0
2006,8,Minnesota,18,1,0
2006,9,Minnesota,6,6,1
2006,8,Massachusetts,7,0,0
2006,9,Hawaii,5,2,0
2006,8,Florida,2,0,0
2006,8,Florida,3,0,0
2006,3,California,30,0,0
2006,3,California,45,1,0
2006,6,Washington,3,0,0
2006,6,Washington,5,0,0
2006,7,Washington,10,2,0
2006,8,Washington,2,0,0
2006,6,Washington,2,0,0
2006,6,Washington,38,0,0
2006,4,California,8,0,0
2006,1,California,2,2,0
2006,6,Washington,2,0,0
2006,8,Washington,3,0,0
2006,6,Washington,8,0,0
2006,6,Washington,5,1,0
2006,7,California,6,0,0
2006,7,California,15,0,0
2006,7,California,12,0,0
2006,8,Minnesota,3,1,0
2006,8,Missouri,15,0,0
2006,9,Tennessee,3,0,0
2006,6,Washington,4,0,0
2006,8,Pennsylvania,17,0,0
2006,8,Georgia,11,0,0
2006,3,Washington,6,0,0
2006,6,Washington,77,0,0
2006,9,Minnesota,13,0,0
2006,9,Illinois,52,0,0
2006,9,Illinois,23,3,0
2006,9,New York,7,0,0
2006,8,California,27,2,0
2006,9,New York,2,2,0
2006,9,Minnesota,24,0,0
2006,9,Arizona,29,7,0
2006,5,California,22,0,0
2006,8,Florida,7,0,0
2006,9,Oregon,12,0,0
2006,7,Michigan,12,0,0
2006,6,Michigan,21,2,0
2006,6,Michigan,17,0,0
2006,7,Michigan,17,1,0
2006,6,Michigan,13,0,0
2006,9,Michigan,3,0,0
2006,9,Rhode Island,5,0,0
2006,9,Missouri,8,0,0
2006,4,California,18,0,0
2006,4,California,56,0,0
2006,9,Minnesota,6,0,0
2006,10,Minnesota,6,0,0
2006,8,Colorado,90,0,0
2006,8,Colorado,22,0,0
2006,8,Florida,3,0,0
2006,9,Florida,3,0,0
2006,9,Florida,4,0,0
2006,9,Florida,2,0,0
2006,9,Maryland,5,0,0
2006,9,Idaho,10,0,0
2006,9,Ohio,3,0,0
2006,9,Ohio,7,0,0
2006,4,California,5,0,0
2006,5,California,27,0,0
2006,7,California,4,0,0
2006,7,California,2,0,0
2006,10,Hawaii,3,0,0
2006,8,Kansas,5,3,0
2006,8,Washington,25,0,0
2006,8,Washington,7,0,0
2006,9,Washington,4,0,0
2006,4,Idaho,21,0,0
2006,7,Idaho,16,3,0
2006,5,Hawaii,17,0,0
2006,4,Virginia,36,0,0
2006,9,New York,39,0,0
2006,6,North Dakota,4,0,0
2006,9,North Dakota,21,0,0
2006,10,Minnesota,5,0,0
2006,3,North Carolina,5,0,0
2006,7,North Carolina,43,0,0
2006,7,North Carolina,14,1,0
2006,8,North Carolina,25,0,0
2006,10,Illinois,23,0,0
2006,10,Minnesota,14,0,0
2006,6,California,9,0,0
2006,8,California,9,1,0
2006,8,California,36,1,0
2006,8,Arizona,5,0,0
2006,7,Michigan,5,1,0
2006,7,Michigan,3,0,0
2006,8,Michigan,27,0,0
2006,9,Colorado,5,4,0
2006,8,California,2,0,0
2006,7,California,5,1,0
2006,3,California,4,0,0
2006,6,Wisconsin,30,0,0
2006,6,Wisconsin,28,0,0
2006,4,Wisconsin,25,2,0
2006,7,Wisconsin,15,2,0
2006,4,Wisconsin,20,0,0
2006,9,Florida,3,3,0
2006,10,New York,22,0,0
2006,10,Minnesota,29,0,0
2006,7,Georgia,3,0,0
2006,6,Oklahoma,11,1,0
2006,5,Colorado,3,0,0
2006,10,Ohio,15,0,0
2006,8,Ohio,13,2,0
2006,6,Colorado,3,0,0
2006,10,Ohio,25,0,0
2006,10,Ohio,2,0,0
2006,10,Ohio,2,0,0
2006,6,Colorado,9,0,0
2006,9,Washington,2,1,0
2006,9,Colorado,22,0,0
2006,10,Tennessee,15,0,0
2006,9,Florida,3,0,0
2006,9,Utah,26,0,0
2006,10,Florida,3,0,0
2006,9,Florida,18,0,0
2006,9,Washington,2,0,0
2006,10,Washington,5,0,0
2006,8,Georgia,72,19,0
2006,10,Illinois,6,0,0
2006,8,Colorado,67,0,0
2006,8,Colorado,36,0,0
2006,10,Connecticut,12,0,0
2006,9,Louisiana,35,2,0
2006,8,Maryland,9,0,0
2006,10,Maryland,2,0,0
2006,9,Louisiana,16,1,0
2006,10,Illinois,6,0,0
2006,10,South Carolina,100,3,0
2006,10,Connecticut,5,0,0
2006,9,Arkansas,33,2,0
2006,8,California,10,0,0
2006,1,California,8,1,0
2006,1,California,12,0,0
2006,10,Washington,3,0,0
2006,7,Washington,2,0,0
2006,10,Mississippi,13,0,0
2006,10,Washington,16,0,0
2006,10,Washington,6,0,0
2006,10,New York,11,1,0
2006,11,New York,4,0,0
2006,4,Washington,43,0,0
2006,8,Washington,31,0,0
2006,10,California,24,2,0
2006,8,California,5,1,0
2006,11,Connecticut,7,0,0
2006,9,Arizona,6,0,0
2006,11,Illinois,8,0,0
2006,11,Illinois,7,1,0
2006,10,Florida,2,0,0
2006,10,Florida,2,0,0
2006,10,Florida,3,0,0
2006,11,Tennessee,12,0,0
2006,11,Idaho,4,0,0
2006,8,Florida,3,0,0
2006,10,Florida,3,0,0
2006,8,New York,8,3,0
2006,10,Alaska,5,2,0
2006,8,New York,12,3,0
2006,10,Ohio,5,0,0
2006,10,Ohio,6,0,0
2006,10,Ohio,14,0,0
2006,3,California,5,3,0
2006,11,Ohio,2,0,0
2006,11,Ohio,28,0,0
2006,11,Ohio,4,0,0
2006,11,Ohio,3,0,0
2006,11,Ohio,4,2,0
2006,11,Ohio,12,1,0
2006,10,Washington,8,0,0
2006,8,California,3,0,0
2006,9,California,9,0,0
2006,9,California,18,0,0
2006,8,California,6,0,0
2006,8,California,17,1,0
2006,11,Ohio,4,0,0
2006,11,Ohio,2,0,0
2006,9,California,11,2,0
2006,6,California,11,0,0
2006,10,California,4,0,0
2006,11,California,5,0,0
2006,6,California,6,0,0
2006,9,Iowa,4,3,0
2006,8,Colorado,12,0,0
2006,11,Oregon,13,0,0
2006,5,California,11,0,0
2006,3,California,10,0,0
2006,3,California,12,0,0
2006,7,Wisconsin,62,0,0
2006,10,Florida,2,1,0
2006,11,Tennessee,5,0,0
2006,11,Illinois,22,0,0
2006,11,Illinois,14,1,0
2006,11,New York,2,2,0
2006,10,Minnesota,4,0,0
2006,10,Minnesota,6,0,0
2006,11,Minnesota,8,0,0
2006,11,Illinois,12,2,0
2006,11,Minnesota,12,0,0
2006,11,Minnesota,16,0,0
2006,11,Minnesota,14,0,0
2006,11,Minnesota,25,0,0
2006,11,Minnesota,13,0,0
2006,11,Minnesota,2,0,0
2006,10,Arizona,6,0,0
2006,4,California,9,0,0
2006,8,California,73,0,0
2006,11,Tennessee,4,0,0
2006,10,Hawaii,2,0,0
2006,11,Hawaii,3,0,0
2006,5,Wisconsin,23,0,0
2006,6,New York,9,4,0
2006,9,Florida,4,0,0
2006,11,Colorado,14,1,0
2006,11,New Hampshire,5,3,0
2006,11,New Hampshire,20,0,0
2006,11,Oregon,3,1,0
2006,11,Ohio,7,0,0
2006,11,Ohio,2,0,0
2006,11,Oregon,11,0,0
2006,11,Minnesota,13,0,0
2006,11,Minnesota,12,0,0
2006,11,New Hampshire,70,0,0
2006,7,Michigan,188,0,0
2006,7,Michigan,23,0,0
2006,9,Michigan,3,0,0
2006,8,Wisconsin,2,0,0
2006,10,Wisconsin,17,0,0
2006,10,Wisconsin,19,0,0
2006,11,Wisconsin,32,1,0
2006,10,Wisconsin,17,0,0
2006,9,Michigan,4,0,0
2006,3,Montana,9,0,0
2006,4,Pennsylvania,36,0,0
2006,10,Illinois,5,2,0
2006,12,Tennessee,3,0,0
2006,11,Tennessee,16,7,0
2006,10,Georgia,10,0,0
2006,11,Florida,3,0,0
2006,11,Florida,2,0,0
2006,11,Florida,2,0,0
2006,12,Illinois,2,0,0
2006,12,Illinois,46,1,0
2006,11,Illinois,7,0,0
2006,11,Kansas,12,4,0
2006,12,Kansas,22,0,0
2006,9,Alaska,52,0,0
2006,11,Wisconsin,2,2,0
2006,12,Illinois,16,0,0
2006,11,Pennsylvania,7,0,0
2006,6,Montana,25,3,0
2006,9,North Carolina,8,0,0
2006,10,North Carolina,7,0,0
2006,11,North Carolina,9,0,0
2006,10,North Carolina,5,3,0
2006,7,Pennsylvania,6,0,0
2006,7,Pennsylvania,8,0,0
2006,9,Pennsylvania,17,0,0
2006,12,Illinois,18,0,0
2006,12,Georgia,86,0,0
2006,11,Ohio,5,0,0
2006,12,Ohio,20,0,0
2006,12,Ohio,6,0,0
2006,12,Ohio,14,0,0
2006,12,Ohio,10,0,0
2006,12,Ohio,2,0,0
2006,12,Ohio,11,2,0
2006,12,Ohio,60,0,0
2006,12,Ohio,2,0,0
2006,12,Maryland,5,0,0
2006,12,Maryland,23,0,0
2006,10,Ohio,3,0,0
2006,12,Minnesota,120,0,0
2006,12,Minnesota,39,0,0
2006,12,Minnesota,4,0,0
2006,11,Pennsylvania,33,0,0
2006,10,Alaska,32,0,0
2006,11,New York,5,0,0
2006,11,New York,44,0,0
2006,11,New York,4,0,0
2006,12,Connecticut,9,0,0
2006,12,New York,9,0,0
2006,11,Tennessee,11,3,0
2006,11,New York,25,0,0
2006,11,West Virginia,27,0,0
2006,3,Montana,249,23,0
2006,10,Kansas,9,0,0
2006,10,Kansas,3,0,0
2006,10,Kansas,3,0,0
2006,12,Maryland,17,0,0
2006,11,Kansas,3,0,0
2006,12,Tennessee,8,0,0
2006,12,Tennessee,25,0,0
2006,11,Minnesota,4,0,0
2006,12,Minnesota,14,0,0
2006,12,Minnesota,3,0,0
2006,12,Minnesota,5,0,0
2006,12,Minnesota,6,1,0
2006,6,Texas,49,1,0
2006,12,Massachusetts,16,0,0
2006,10,Texas,41,0,0
2006,12,Minnesota,21,0,0
2006,11,South Dakota,18,0,0
2006,12,Connecticut,11,0,0
2006,12,Connecticut,7,0,0
2006,12,New Hampshire,98,0,0
2006,11,New York,766,27,0
2006,11,California,5,1,0
2006,9,California,13,0,0
2006,8,Pennsylvania,60,2,0
2006,11,Hawaii,9,0,0
2006,7,Colorado,20,3,0
2006,10,North Carolina,42,13,0
2006,8,North Carolina,4,0,0
2006,10,North Carolina,47,0,0
2006,10,North Carolina,39,4,0
2006,10,North Carolina,49,0,0
2006,12,Illinois,2,0,0
2006,12,Florida,3,0,0
2006,11,New York,38,0,0
2006,7,California,14,0,0
2006,2,California,6,0,0
2006,12,Tennessee,11,0,0
2006,12,New York,4,4,0
2006,12,New York,7,0,0
2006,10,New York,8,0,0
2006,9,California,6,0,0
2006,12,Illinois,22,0,0
2006,12,Michigan,2,1,0
2006,12,Pennsylvania,47,0,0
2006,7,Maine,5,2,0
2006,12,Minnesota,2,0,0
2006,12,Minnesota,3,0,0
2006,12,California,15,0,0
2006,11,California,11,0,0
2006,12,Kentucky,5,2,0
2006,12,California,20,0,0
2006,8,California,20,0,0
2006,12,Florida,2,0,0
2006,12,Florida,2,0,0
2006,10,Colorado,36,0,0
2006,11,Kansas,5,0,0
2006,12,Oregon,8,0,0
2006,12,Oregon,3,0,0
2006,11,Colorado,4,0,0
2006,12,Colorado,56,1,0
2006,11,Colorado,10,0,0
2006,12,California,27,0,0
2006,12,Oklahoma,53,0,0
2006,11,Connecticut,7,0,0
2006,3,California,5,0,0
2006,12,California,10,0,0
2006,11,Florida,21,0,0
2006,12,Florida,2,0,0
2006,12,Florida,7,0,0
2006,12,Kansas,5,0,0
2006,11,Kansas,9,1,0
2006,12,Kansas,2,1,0
2006,12,Kansas,2,0,0
2006,11,Maryland,41,0,0
2006,12,Ohio,20,0,0
2006,12,Ohio,5,0,0
2006,12,Ohio,6,1,0
2006,12,Ohio,12,0,0
2006,12,Ohio,4,0,0
2006,12,Ohio,6,0,0
2006,12,Ohio,2,0,0
2006,12,Ohio,7,0,0
2006,12,Ohio,6,0,0
2006,12,Ohio,2,1,0
2006,12,New York,12,0,0
2006,12,New York,5,0,0
2006,11,Maryland,10,0,0
2006,12,Maryland,7,0,0
2006,12,Maryland,4,0,0
2006,5,Florida,2,0,0
2006,12,Utah,7,0,0
2006,9,Illinois,13,0,0
2006,12,Ohio,8,0,0
2006,3,Illinois,3,0,0
2006,12,Colorado,20,0,0
2006,12,Colorado,5,0,0
2006,12,Colorado,7,0,0
2006,7,Illinois,3,0,0
2006,12,Wyoming,18,0,0
2006,11,Florida,2,1,0
2006,9,Wyoming,30,0,0
2006,11,Florida,4,0,0
2006,12,Wyoming,50,0,0
2006,11,Maryland,20,0,0
2006,12,Maryland,4,0,0
2006,12,Maryland,4,0,0
2006,9,California,12,0,0
2006,7,California,15,0,0
2006,4,California,5,0,0
2006,4,California,22,0,0
2006,9,California,26,0,0
2006,8,California,12,0,0
2006,11,Maine,18,3,0
2006,6,Maryland,9,0,0
2006,11,Maine,8,0,0
2006,9,Maine,8,1,0
2006,10,Maine,106,0,0
2006,5,Maine,14,0,0
2006,12,Maine,8,4,0
2006,11,Maine,9,0,0
2006,12,Florida,42,0,0
2006,12,Maine,25,0,0
2006,11,Maine,34,0,0
2006,9,Maine,17,0,0
2006,5,California,7,0,0
2006,8,California,40,0,0
2006,12,Maine,48,0,0
2006,12,Maine,42,0,0
2006,10,Maryland,26,1,0
2006,12,Maryland,13,0,0
2006,10,Arizona,10,0,0
2006,12,Florida,10,1,0
2006,11,Colorado,12,0,0
2006,11,California,19,0,0
2006,10,California,15,0,0
2006,12,Washington,2,0,0
2006,10,Washington,4,1,0
2006,10,Washington,10,0,0
2006,11,Washington,4,0,0
2006,12,Washington,3,0,0
2006,11,Washington,25,0,0
2006,12,Washington,17,0,0
2006,12,Washington,46,0,0
2006,12,Washington,4,0,0
2006,7,Maine,2,0,0
2006,5,Maine,14,1,0
2006,6,Texas,16,1,0
2006,12,Washington,8,0,0
2006,3,California,3,0,0
2006,8,California,4,0,0
2006,6,California,2,0,0
2006,11,California,3,0,0
2006,10,California,81,0,0
2006,11,California,3,0,0
2006,12,California,9,0,0
2006,9,California,6,3,0
2006,12,Maine,10,0,0
2006,12,New Hampshire,17,0,0
2006,8,Washington,4,0,0
2006,12,Washington,10,0,0
2006,12,Florida,10,0,0
2006,12,California,4,0,0
2006,10,California,3,0,0
2006,6,California,21,0,0
2006,12,Missouri,14,0,0
2006,11,Idaho,16,0,0
2006,11,Arizona,4,0,0
2006,4,Massachusetts,7,1,0
2006,3,Pennsylvania,2,0,0
2006,2,Massachusetts,20,0,0
2006,1,Pennsylvania,2,1,0
2006,4,Pennsylvania,2,2,0
2006,8,Pennsylvania,2,0,0
2006,12,Louisiana,24,0,0
2006,12,Louisiana,6,1,0
2006,12,Oregon,3,1,0
2006,12,Oregon,5,0,0
2006,12,Oregon,15,1,0
2006,12,Oregon,16,1,0
2006,6,California,57,0,0
2006,2,California,5,0,0
2006,2,California,5,0,0
2006,5,California,6,0,0
2006,4,California,11,0,0
2006,6,California,5,0,0
2006,12,New York,8,0,0
2006,11,California,8,0,0
2006,1,California,9,0,0
2006,2,California,10,0,0
2006,5,California,6,0,0
2006,9,California,6,0,0
2006,12,South Carolina,55,0,0
2006,8,Michigan,22,0,0
2006,10,Michigan,26,0,0
2006,11,California,7,0,0
2006,12,California,8,0,0
2006,3,California,6,0,0
2006,11,Michigan,4,0,0
2006,9,California,4,0,0
2006,11,Michigan,44,0,0
2006,3,California,7,0,0
2006,4,California,5,0,0
2006,1,Kansas,2,0,0
2006,11,Michigan,39,0,0
2006,7,California,10,1,0
2006,12,Kansas,7,0,0
2006,8,Oregon,5,2,0
2006,5,Wisconsin,58,2,0
2006,12,California,125,1,0
2006,11,California,113,2,0
2006,12,Wisconsin,23,0,0
2006,12,Michigan,12,0,0
2006,10,Massachusetts,49,1,0
2006,12,Wisconsin,5,0,0
2006,12,Colorado,19,1,0
2006,11,Pennsylvania,56,0,0
2006,11,Pennsylvania,15,0,0
2006,5,Massachusetts,19,0,0
2006,8,Pennsylvania,12,4,0
2006,12,Wisconsin,19,0,0
2006,11,California,14,0,0
2006,8,California,44,0,0
2006,11,California,6,1,0
2006,10,California,2,0,0
2006,7,California,4,0,0
2006,9,California,3,0,0
2006,1,California,6,0,0
2006,1,California,14,0,0
2006,2,California,49,0,0
2006,12,Maine,20,0,0
2006,12,Wisconsin,11,0,0
2006,12,Wisconsin,66,0,0
2006,8,Maryland,2,0,0
2006,12,Illinois,7,0,0
2006,11,California,16,1,0
2006,12,Texas,21,2,0
2006,12,Illinois,12,1,0
2006,2,California,38,0,0
2006,5,California,14,1,0
2006,4,California,21,0,0
2006,4,California,11,0,0
2006,6,California,16,0,0
2006,4,Hawaii,2,0,0
2006,11,California,2,2,0
2006,6,California,15,1,0
2006,11,North Carolina,6,0,0
2006,8,Pennsylvania,4,0,0
2006,12,Florida,43,0,0
2006,10,Pennsylvania,5,0,0
2006,7,Pennsylvania,50,0,0
2006,5,Pennsylvania,9,1,0
2006,11,California,21,0,0
2006,4,California,108,0,0
2006,4,California,16,0,0
2006,2,California,38,0,0
2006,1,California,34,0,0
2006,9,California,36,0,0
2006,12,California,3,0,0
2006,12,California,11,0,0
2006,12,Iowa,32,1,0
2006,10,Iowa,20,1,0
2006,6,Rhode Island,22,1,0
2006,11,Texas,77,2,0
2006,12,California,11,0,0
2006,4,California,22,5,0
2006,12,Iowa,20,2,0
2006,11,Iowa,97,2,0
2006,6,Pennsylvania,37,8,0
2006,4,Kansas,8,0,0
2006,12,Washington,21,0,0
2006,7,Kansas,4,0,0
2006,10,North Dakota,26,1,0
2006,10,North Dakota,16,0,0
2006,8,Texas,8,0,0
2006,12,Kansas,6,0,0
2006,12,Kansas,2,0,0
2006,10,Michigan,100,2,0
